athlete_id,age,gender,height_cm,weight_kg,monthly_income_usd,previously_joined_gym,exercise_plan,balanced_diet,athletics_food_supplements,medical_limitations,smoker,sleeping_habits,workout_prefer_time,frequency_of_play_sports,regular_exercise,preferred_sports,level_of_fittness,motivation_for_workingout
126027,23,F,177,93,14055,no,no,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Running,Unfit,1.5
122957,33,F,195,95,64031,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Perfect,3.5
116,30,M,173,69,75790,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Extreme sports,Perfect,4
238,27,F,169,65,88878,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4.5
123647,22,F,161,66,5192,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Extreme sports,Good,4
124674,33,F,171,78,66165,yes,yes,yes,sometimes,yes,FALSE,less than 8 hrs,AM,Every other day,Alone,Swimming,Good,4
123754,22,F,161,67,21832,no,no,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Average,4
122187,20,M,166,69,9105,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Riding a bike,Good,4.5
274,34,F,174,66,78924,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Perfect,4.5
554,34,M,173,68,70056,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Roller scating,Perfect,4.5
124765,27,F,170,78,68741,yes,yes,yes,yes,no,TRUE,night regularly,PM,Once per week,In a pair,Extreme sports,Good,3
124326,34,F,152,63,57065,yes,no,yes,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,In a pair,Running,Good,4
513,33,M,171,68,86828,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Roller scating,Good,4.5
124670,29,F,176,80,77548,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Every other day,As a group,Swimming,Good,4
122753,28,F,187,84,90589,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Good,3.5
122116,24,F,173,66,14042,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Riding a bike,Perfect,4.5
143,26,M,166,66,72299,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Perfect,4.5
126212,25,M,172,81,72571,no,no,yes,no,yes,FALSE,night regularly,PM,Several times per month,Alone,Running,Unfit,1
485,28,F,170,68,72077,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Running,Perfect,3.5
125334,24,M,157,67,15400,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1.5
146,26,M,168,65,82916,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Perfect,4.5
124339,33,F,158,58,61044,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every other day,As a group,Swimming,Good,4
122458,26,M,160,55,65714,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Roller scating,Perfect,4.5
123866,23,M,161,74,10955,yes,no,yes,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,Alone,Swimming,Good,3.5
357,33,M,168,66,88898,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
110016,22,F,153,51,3324,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Perfect,3.5
123633,21,M,164,73,42225,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Good,3.5
125355,18,F,152,70,23648,no,no,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Roller scating,Poor,1
122206,23,M,178,80,23283,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Riding a bike,Perfect,4
124886,31,M,185,84,58090,yes,yes,no,yes,yes,TRUE,night regularly,AM,Every day,Alone,Swimming,Good,3.5
122157,22,M,176,69,5521,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Perfect,4.5
262,32,M,175,67,76264,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4
125621,18,F,154,67,5930,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Riding a bike,Poor,1.5
124740,28,M,172,78,69284,no,no,yes,sometimes,no,TRUE,less than 8 hrs,PM,Once per week,In a pair,Roller scating,Good,3
123134,19,M,154,56,322,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Once per week,In a pair,Martial arts,Average,3
125567,24,M,154,67,21535,yes,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1
452,25,M,174,66,83519,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Martial arts,Perfect,4
125426,23,M,153,69,14769,yes,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1
123424,21,M,156,63,19570,no,yes,no,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Extreme sports,Good,3
266,25,F,169,65,84001,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Perfect,4
126221,31,F,176,82,54605,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Riding a bike,Unfit,1.5
122506,27,M,161,55,70304,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Good,4.5
123102,44,F,190,95,93782,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Perfect,3.5
383,33,F,169,66,77253,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Riding a bike,Perfect,4.5
335,30,F,167,66,80028,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Running,Perfect,4.5
301,32,M,168,65,72863,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Martial arts,Good,4
124769,29,F,171,78,68201,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every other day,As a group,Running,Average,3
123227,20,M,150,61,4766,no,no,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Running,Good,3
122611,27,F,180,84,65328,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Once per week,As a group,Roller scating,Perfect,4
124213,20,M,190,101,327,no,yes,yes,yes,no,TRUE,less than 8 hrs,PM,Every other day,Alone,Roller scating,Good,3.5
465,32,F,170,69,73514,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4.5
122827,32,M,187,81,91603,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Running,Perfect,4.5
122174,19,M,170,65,5691,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,As a group,Extreme sports,Perfect,4.5
126017,23,M,187,86,23544,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Riding a bike,Unfit,1.5
125363,21,F,159,68,8567,no,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,1.5
124808,29,F,176,79,61525,yes,no,yes,yes,yes,FALSE,night regularly,AM,Every day,As a group,Riding a bike,Good,3
125361,24,M,151,66,11787,no,yes,no,sometimes,no,TRUE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Poor,1
124104,19,M,184,89,18734,yes,yes,yes,sometimes,no,TRUE,less than 8 hrs,PM,Once per week,Alone,Extreme sports,Good,3.5
123158,22,F,152,64,12242,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Extreme sports,Good,3.5
124588,34,F,174,78,62187,yes,yes,no,yes,yes,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Good,3
122930,33,F,192,97,70609,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,4.5
124931,28,F,192,107,65594,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Swimming,Good,3
123759,19,M,164,73,15063,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Every other day,In a pair,Martial arts,Good,4
123893,24,M,163,68,27173,yes,no,yes,yes,no,TRUE,night regularly,AM,Every day,In a pair,Running,Average,3.5
122271,32,F,151,57,68049,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Martial arts,Perfect,3.5
125531,22,M,151,69,15878,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
125111,43,M,190,90,110117,yes,no,no,yes,yes,TRUE,less than 8 hrs,AM,Every day,Alone,Roller scating,Good,3.5
124688,31,F,172,80,54711,yes,no,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Running,Good,3.5
125550,22,F,151,67,19152,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,1.5
122414,28,F,156,50,59818,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Good,4
450,33,M,176,66,86039,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Perfect,3.5
124082,19,M,184,88,11775,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Riding a bike,Good,3
327,30,M,175,65,83352,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Perfect,3.5
124,29,M,174,66,71844,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,4
111,25,M,167,68,86632,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,Alone,Extreme sports,Perfect,4.5
126371,38,M,189,111,90610,no,yes,yes,no,no,TRUE,night regularly,PM,Several times per month,In a pair,Roller scating,Unfit,1.5
124118,23,F,181,93,18759,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Roller scating,Good,3.5
125,34,F,169,66,78650,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,3.5
125102,35,F,187,91,107347,yes,yes,no,yes,no,FALSE,less than 8 hrs,PM,Once per week,Alone,Running,Good,3
125232,50,M,179,79,122361,no,no,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Average,3
125213,47,M,172,79,123913,yes,yes,no,yes,yes,FALSE,night regularly,PM,Every other day,In a pair,Swimming,Average,4
125694,23,F,159,70,1236,yes,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,In a pair,Running,Poor,1
124901,27,F,190,101,71018,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Swimming,Good,3
126439,46,M,189,110,124242,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
126094,19,F,186,95,13723,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,2
325,32,M,171,68,79363,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,Alone,Swimming,Perfect,4.5
125754,20,F,162,70,8995,no,no,no,no,yes,FALSE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Unfit,1.5
125442,19,M,158,68,10963,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
324,25,F,170,69,78819,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Once per week,As a group,Swimming,Perfect,3.5
122249,27,F,163,52,52779,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Roller scating,Perfect,4.5
124635,32,F,172,78,73798,no,no,yes,sometimes,no,TRUE,night regularly,AM,Once per week,As a group,Swimming,Average,3.5
125275,50,F,186,79,105854,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Running,Good,3
122546,32,M,187,76,55308,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,4.5
125640,18,M,154,66,3063,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Unfit,1.5
123374,24,M,152,56,17918,no,no,no,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Riding a bike,Average,3
124705,34,F,170,78,59522,no,yes,no,sometimes,no,TRUE,less than 8 hrs,PM,Every other day,Alone,Extreme sports,Average,3.5
110112,21,M,163,53,7679,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Perfect,3.5
122640,27,M,181,81,68495,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Good,4.5
122114,23,F,167,65,19654,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Good,4.5
123564,24,F,160,71,8926,no,no,no,sometimes,no,TRUE,less than 8 hrs,PM,Every day,In a pair,Roller scating,Average,3
122844,29,F,188,84,62390,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,4
122255,34,F,160,51,71604,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Swimming,Perfect,4.5
124927,26,F,195,99,58863,yes,yes,no,yes,no,TRUE,less than 8 hrs,AM,Once per week,In a pair,Running,Good,3
126179,32,M,156,64,37278,no,no,yes,no,no,TRUE,night regularly,PM,Several times per month,Alone,Riding a bike,Unfit,1.5
125471,20,M,150,70,15217,no,no,no,sometimes,no,FALSE,night regularly,PM,Several times per month,As a group,Running,Unfit,1
124965,39,M,169,69,97943,yes,yes,yes,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,As a group,Swimming,Average,3
466,31,F,166,67,77783,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4.5
123425,20,F,152,61,211,yes,no,no,yes,no,FALSE,less than 8 hrs,AM,Every other day,Alone,Swimming,Good,3.5
122298,34,F,152,55,60970,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Good,4
123252,23,F,153,58,7921,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Good,3.5
123126,22,M,153,64,3311,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every other day,As a group,Swimming,Average,3.5
125438,24,M,150,66,13903,yes,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Unfit,1
124394,32,M,157,58,79158,no,yes,yes,yes,yes,FALSE,less than 8 hrs,AM,Once per week,Alone,Roller scating,Good,4
126225,33,F,171,83,72067,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,2.5
126410,46,M,190,99,124518,no,yes,yes,no,yes,FALSE,night regularly,PM,Less often,In a pair,Running,Poor,1
126155,18,F,194,114,16813,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
487,30,M,176,69,84218,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Riding a bike,Good,4.5
123503,20,M,166,71,32131,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Every other day,Alone,Martial arts,Average,4
124618,31,M,175,78,69423,yes,no,yes,sometimes,no,TRUE,night regularly,AM,Every day,Alone,Martial arts,Good,3.5
122802,33,F,184,79,83450,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Good,3.5
125912,23,F,165,80,22881,yes,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Swimming,Poor,1
124482,29,F,165,66,80861,no,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every other day,As a group,Swimming,Average,3.5
123017,36,M,164,50,85723,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,Alone,Riding a bike,Perfect,4.5
123857,20,F,162,68,1803,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Swimming,Good,3
123702,20,M,167,66,44438,yes,no,no,yes,no,TRUE,less than 8 hrs,AM,Every day,As a group,Riding a bike,Good,3
391,30,M,173,69,73563,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Swimming,Perfect,4.5
126035,19,F,178,90,22471,no,no,no,no,yes,FALSE,night regularly,PM,Several times per month,As a group,Running,Poor,1.5
125601,23,F,153,70,3719,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
469,28,M,171,65,77485,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Perfect,4.5
125730,23,F,152,66,14999,no,yes,yes,no,no,TRUE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Unfit,1.5
125332,24,F,150,70,19032,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,In a pair,Roller scating,Poor,1
124794,32,F,178,79,57125,yes,no,no,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,As a group,Martial arts,Good,3.5
123954,18,F,173,84,29037,no,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Good,3.5
125378,18,M,156,70,18484,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
119,26,M,172,68,88467,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,4.5
125980,19,M,165,72,23771,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,As a group,Riding a bike,Unfit,1.5
123397,21,M,150,63,17686,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Swimming,Average,3.5
123405,18,F,158,59,18749,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every other day,Alone,Swimming,Good,3
123257,22,F,157,65,22150,yes,yes,no,yes,no,TRUE,less than 8 hrs,PM,Every day,As a group,Roller scating,Good,3
125398,18,F,158,66,22867,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
124059,24,F,180,90,34904,yes,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Riding a bike,Average,3
125659,24,M,159,70,13513,yes,no,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Running,Unfit,1
347,27,M,175,69,88799,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4
125410,22,M,156,69,17111,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
124937,41,F,168,66,96561,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,Alone,Swimming,Good,4
125335,21,M,159,67,15797,no,yes,yes,no,no,FALSE,night regularly,PM,Several times per month,As a group,Riding a bike,Poor,1
123635,18,M,167,72,37432,yes,yes,no,sometimes,no,TRUE,less than 8 hrs,PM,Once per week,Alone,Roller scating,Good,3.5
124825,29,F,176,79,75610,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Martial arts,Good,3
122665,26,F,187,84,77490,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Riding a bike,Perfect,3.5
124559,34,F,164,67,81214,yes,no,yes,yes,no,TRUE,less than 8 hrs,PM,Once per week,In a pair,Riding a bike,Average,3.5
211,34,F,166,68,83992,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Good,4.5
123213,23,F,158,61,1489,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Average,3.5
125131,53,F,182,78,108090,yes,yes,no,sometimes,no,TRUE,night regularly,AM,Every day,Alone,Extreme sports,Good,4
126190,34,M,155,67,29982,no,no,yes,no,yes,TRUE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1
126426,47,M,194,98,124099,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,As a group,Riding a bike,Poor,1.5
123243,22,F,150,56,4606,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Average,4
123258,19,F,156,61,13743,yes,no,yes,yes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Running,Good,3.5
123192,24,M,153,63,105,yes,no,yes,sometimes,no,TRUE,night regularly,PM,Once per week,Alone,Swimming,Average,3.5
125311,23,M,150,66,22767,no,yes,no,sometimes,no,TRUE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
187,26,F,172,69,71815,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Perfect,4.5
122162,19,F,174,68,148,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Perfect,3.5
122943,33,M,193,98,75604,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,3.5
126136,21,F,193,105,18466,no,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
117,34,F,175,67,82552,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4
123712,22,F,168,71,51051,no,no,yes,yes,no,TRUE,less than 8 hrs,AM,Every other day,In a pair,Extreme sports,Good,3
122982,26,M,192,98,59458,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Swimming,Good,3.5
124942,35,M,175,64,93968,no,yes,no,yes,no,TRUE,less than 8 hrs,AM,Every day,Alone,Running,Average,3
122871,34,F,183,84,63297,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Perfect,4.5
124185,20,M,188,92,20069,no,no,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Roller scating,Good,3.5
125984,19,F,164,72,20761,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
124679,26,M,176,80,58041,yes,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,In a pair,Running,Good,3.5
124481,27,M,163,69,93098,no,yes,yes,sometimes,no,TRUE,less than 8 hrs,AM,Every other day,As a group,Martial arts,Good,3
124963,42,M,168,64,91902,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Every other day,In a pair,Swimming,Good,3.5
123053,37,F,151,59,82890,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Roller scating,Perfect,3.5
124443,29,F,153,58,95520,yes,yes,no,yes,no,FALSE,night regularly,AM,Every day,Alone,Running,Good,3
122629,25,M,187,78,59385,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Extreme sports,Perfect,4
122301,27,F,157,56,67762,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Roller scating,Perfect,4
177,30,F,174,66,70827,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Perfect,4
526,28,F,175,67,72981,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Perfect,4.5
529,31,F,169,65,87714,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
125818,19,F,169,82,7395,no,yes,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Unfit,1.5
